Year,city,sr,tmin,tmax,rh,sh,ep,ws,rf
Mar-97,enugu,12.30,23.70,33.20,71.00,4.80,5.50,7.00,49.30
Apr-97,enugu,13.40,23.80,34.30,78.00,5.20,4.80,7.00,115.80
May-97,enugu,14.80,22.60,32.10,78.00,6.20,3.40,6.00,315.50
Jun-97,enugu,11.70,22.80,31.40,81.00,6.30,3.00,6.00,216.20
Jul-97,enugu,9.20,21.80,29.40,83.00,5.40,2.60,7.00,265.30
Aug-97,enugu,8.60,21.80,29.20,84.00,4.80,2.70,7.00,92.30
Sep-97,enugu,10.80,21.90,29.90,83.00,4.40,2.60,6.00,218.10
Oct-97,enugu,13.70,22.60,30.90,79.00,5.50,2.80,6.00,209.80
Nov-97,enugu,16.40,22.10,32.10,79.00,6.40,3.60,5.00,0.25
Dec-97,enugu,14.30,19.30,32.30,49.00,6.20,8.30,7.00,0.25
Jan-98,enugu,12.80,22.70,34.40,56.00,5.60,7.70,6.00,0.25
Feb-98,enugu,15.30,22.20,34.90,72.00,4.90,6.30,6.00,0.25
Mar-98,enugu,11.70,24.20,35.20,67.00,5.20,6.40,7.00,4.00
Apr-98,enugu,11.60,24.20,35.40,73.00,5.60,5.60,7.00,3.30
May-98,enugu,13.60,23.70,33.90,76.00,6.10,4.70,8.00,186.00
Jun-98,enugu,12.50,22.50,30.80,80.00,4.80,3.10,6.00,101.10
Jul-98,enugu,10.80,22.50,31.20,81.00,4.00,2.80,6.00,251.40
Aug-98,enugu,9.50,22.80,29.90,84.00,4.60,2.20,6.00,92.20
Sep-98,enugu,12.50,22.60,31.20,83.00,4.50,2.40,5.00,248.20
Oct-98,enugu,13.70,22.70,32.10,78.00,6.00,2.70,5.00,24.20
Nov-98,enugu,14.70,23.60,34.40,71.00,6.80,4.80,5.00,0.25
Dec-98,enugu,13.80,23.10,34.20,63.00,5.30,7.00,6.00,2.70
Jan-99,enugu,12.70,21.40,34.20,52.00,5.80,8.00,6.00,0.25
Feb-99,enugu,14.20,25.00,36.90,67.00,6.20,7.80,6.00,0.25
Mar-99,enugu,13.70,25.20,35.20,72.00,5.50,5.80,8.00,16.10
Apr-99,enugu,12.70,23.90,34.30,72.00,6.50,4.90,8.00,137.90
May-99,enugu,13.30,23.90,32.40,79.00,6.30,3.40,6.00,130.60
Jun-99,enugu,12.80,23.60,30.80,79.00,5.40,2.70,6.00,350.50
Jul-99,enugu,10.40,22.90,29.90,81.00,2.70,2.30,6.00,305.60
Aug-99,enugu,9.70,22.60,29.70,81.00,3.90,2.70,7.00,385.80
Sep-99,enugu,11.00,22.10,30.30,84.00,4.30,2.10,6.00,309.50
Oct-99,enugu,13.50,21.90,31.10,82.00,5.90,2.40,5.00,122.50
Nov-99,enugu,15.10,22.30,33.20,75.00,7.10,3.70,46.00,20.90
Dec-99,enugu,13.10,19.30,32.40,60.00,5.50,5.20,6.00,0.25
Jan-00,enugu,12.20,19.80,33.30,26.00,5.70,11.00,9.00,16.60
Feb-00,enugu,12.80,21.00,35.20,39.00,4.90,11.70,8.00,0.25
Mar-00,enugu,13.30,24.80,35.90,67.00,5.40,7.00,8.00,206.10
Apr-00,enugu,12.90,24.50,33.80,72.00,6.10,5.70,8.00,127.80
May-00,enugu,13.30,23.30,31.10,79.00,6.20,2.80,6.00,291.70
Jun-00,enugu,12.40,22.50,31.40,82.00,5.10,2.50,5.00,202.80
Jul-00,enugu,10.60,22.40,29.90,84.00,5.30,2.10,4.00,193.50
Aug-00,enugu,11.40,22.50,29.40,87.00,4.30,1.70,5.00,462.60
Sep-00,enugu,11.60,22.40,29.80,83.00,4.70,2.20,5.00,259.40
Oct-00,enugu,12.00,22.50,30.50,82.00,6.10,2.40,5.00,157.80
Nov-00,enugu,13.80,21.10,33.30,74.00,7.60,4.10,4.00,12.60
Dec-00,enugu,14.90,19.30,33.20,56.00,7.60,6.70,5.00,0.25
Jan-01,enugu,12.80,20.40,33.90,66.00,4.00,6.40,5.40,2.10
Feb-01,enugu,14.40,21.50,35.30,50.00,6.90,9.90,6.80,9.80
Mar-01,enugu,14.70,23.90,37.50,53.00,5.20,10.90,6.20,127.10
Apr-01,enugu,13.50,24.00,34.40,73.00,6.20,5.30,7.50,97.80
May-01,enugu,13.20,23.60,32.10,78.00,6.20,3.50,6.70,238.90
Jun-01,enugu,12.40,22.80,30.70,81.00,5.30,2.60,6.70,141.90
Jul-01,enugu,10.20,22.80,29.00,86.00,3.50,2.40,6.10,270.40
Aug-01,enugu,9.60,22.50,29.30,83.00,2.90,1.80,6.10,198.80
Sep-01,enugu,12.40,22.50,29.80,84.00,3.80,1.90,6.10,206.30
Oct-01,enugu,13.10,22.50,30.70,81.00,5.70,2.50,5.50,101.60
Nov-01,enugu,14.30,22.80,32.20,76.00,8.50,3.30,4.50,55.90
Dec-01,enugu,13.60,20.00,32.10,75.00,5.10,3.90,4.50,0.25
Jan-02,enugu,13.70,21.40,33.50,55.00,8.00,7.20,6.10,0.25
Feb-02,enugu,14.80,23.00,35.30,71.00,6.90,6.40,6.70,0.25
Mar-02,enugu,13.60,25.10,34.50,73.00,6.20,5.50,6.90,33.00
Apr-02,enugu,13.60,23.70,32.00,80.00,6.80,3.10,6.10,148.70
May-02,enugu,13.50,23.00,31.20,83.00,5.80,2.30,5.10,173.60
Jun-02,enugu,12.40,22.70,31.10,83.00,4.50,2.20,5.90,200.50
Jul-02,enugu,9.40,22.70,29.30,86.00,3.70,1.80,5.00,245.10
Aug-02,enugu,7.90,21.90,29.20,86.00,2.80,1.70,5.90,292.30
Sep-02,enugu,11.10,22.70,30.20,84.00,4.00,2.20,4.70,222.70
Oct-02,enugu,13.50,22.40,30.30,80.00,5.50,2.50,4.60,135.70
Nov-02,enugu,13.90,21.10,32.40,78.00,7.90,3.40,3.40,0.25
Dec-02,enugu,13.80,17.80,32.10,50.00,7.40,7.20,6.10,0.25
Jan-03,enugu,12.50,19.80,32.50,42.00,5.60,9.60,7.20,7.10
Feb-03,enugu,14.00,22.10,35.90,49.00,5.80,11.30,5.90,0.25
Mar-03,enugu,12.20,24.90,34.40,73.00,7.30,5.70,5.10,46.40
Apr-03,enugu,11.90,24.30,33.20,78.00,6.20,4.20,4.60,95.30
May-03,enugu,13.20,22.70,31.90,80.00,5.50,3.10,4.20,154.90
Jun-03,enugu,12.10,22.60,29.80,82.00,5.30,2.40,4.50,220.30
Jul-03,enugu,10.80,22.80,29.30,84.00,3.00,2.10,5.60,219.30
Aug-03,enugu,9.30,22.60,28.80,83.00,3.10,2.30,7.10,226.40
Sep-03,enugu,11.40,22.70,30.00,85.00,3.80,2.10,5.20,285.20
Oct-03,enugu,12.80,22.10,30.80,82.00,6.00,2.70,4.80,206.10
Nov-03,enugu,14.40,20.30,31.60,67.00,6.10,4.30,5.60,0.25
Dec-03,enugu,13.60,20.40,38.30,59.00,5.60,6.50,5.80,0.25
Jan-04,enugu,11.90,21.70,33.30,42.00,5.80,9.70,6.70,0.25
Feb-04,enugu,12.50,24.60,35.40,52.00,6.30,9.20,5.20,0.25
Mar-04,enugu,12.70,24.50,34.30,67.00,5.70,7.30,7.10,4.40
Apr-04,enugu,12.10,23.80,33.30,76.00,5.60,4.70,6.70,167.90
May-04,enugu,12.40,23.40,32.10,79.00,4.80,3.40,5.30,278.70
Jun-04,enugu,11.10,23.10,30.70,81.00,5.30,2.80,5.20,182.60
Jul-04,enugu,11.00,22.00,29.60,83.00,3.00,2.60,6.20,162.20
Aug-04,enugu,10.70,22.50,29.10,87.00,2.60,1.90,5.40,413.40
Sep-04,enugu,11.20,22.90,30.30,85.00,3.50,2.30,4.60,217.40
Oct-04,enugu,13.90,22.30,31.10,82.00,4.80,2.50,4.60,217.10
Nov-04,enugu,14.90,19.70,32.40,75.00,6.70,3.10,4.60,0.25
Dec-04,enugu,13.60,20.40,31.90,88.00,6.40,6.00,5.90,0.25
Jan-05,enugu,13.50,22.40,32.60,60.00,5.20,7.00,6.10,0.50
Feb-05,enugu,14.50,20.00,35.10,66.00,7.00,7.40,3.90,0.50
Mar-05,enugu,15.70,23.10,35.70,68.00,3.20,7.20,7.00,0.25
Apr-05,enugu,15.20,23.00,33.30,76.00,5.40,4.60,5.90,181.50
May-05,enugu,12.20,22.80,31.70,82.00,4.90,2.80,4.90,89.70
Jun-05,enugu,13.70,22.80,30.90,84.00,3.90,2.70,5.30,279.40
Jul-05,enugu,10.80,23.00,29.60,85.00,3.10,2.20,5.80,508.30
Aug-05,enugu,9.70,22.90,28.20,88.00,2.50,1.70,6.00,359.10
Sep-05,enugu,11.10,22.80,30.00,86.00,3.30,2.20,5.10,317.50
Oct-05,enugu,13.50,21.90,30.90,83.00,4.90,2.30,4.20,318.80
Nov-05,enugu,15.10,21.70,32.70,69.00,7.20,4.80,4.90,2.30
Dec-05,enugu,13.10,20.30,32.80,36.00,8.20,9.40,7.20,25.80
Jan-06,enugu,13.20,21.00,33.60,41.00,5.90,8.90,5.80,0.25
Feb-06,enugu,14.30,24.50,35.50,62.00,6.20,8.30,4.80,37.60
Mar-06,enugu,15.00,24.90,35.00,72.00,6.00,6.30,6.30,63.40
Apr-06,enugu,15.20,26.00,33.90,75.00,5.80,4.50,5.60,197.10
May-06,enugu,16.00,25.00,31.60,82.00,6.10,0.70,4.70,346.40
Jun-06,enugu,14.20,23.00,30.50,84.00,5.20,2.30,5.40,244.80
Jul-06,enugu,10.20,23.10,29.50,85.00,3.50,2.10,5.40,320.20
Aug-06,enugu,10.60,23.20,29.40,89.00,2.60,1.80,4.60,264.50
Sep-06,enugu,13.50,23.00,30.60,84.00,4.60,2.30,4.70,230.50
Oct-06,enugu,13.30,23.00,30.80,82.00,5.90,7.10,4.50,253.50
Nov-06,enugu,16.80,23.50,32.20,64.00,6.40,4.80,5.50,2.50
Dec-06,enugu,14.50,20.90,33.50,68.00,6.40,5.50,4.50,0.70
Jan-07,enugu,12.90,22.20,34.40,74.00,5.60,5.60,4.70,0.25
Feb-07,enugu,17.40,24.90,35.00,70.00,5.10,6.10,5.90,0.25
Mar-07,enugu,14.30,21.60,34.40,74.00,6.70,5.60,6.50,111.50
Apr-07,enugu,14.90,24.30,32.80,77.00,6.10,4.40,6.20,200.90
May-07,enugu,16.50,23.00,31.00,80.00,6.20,3.20,6.30,194.00
Jun-07,enugu,14.10,23.00,31.20,82.00,4.80,2.70,5.60,354.00
Jul-07,enugu,10.50,22.50,29.70,85.00,2.70,2.30,5.80,313.00
Aug-07,enugu,9.70,22.70,29.30,86.00,2.60,2.10,5.50,149.30
Sep-07,enugu,12.60,22.30,30.40,82.00,3.50,2.40,5.40,249.70
Oct-07,enugu,14.80,22.40,30.70,82.00,5.60,2.70,5.00,105.30
Nov-07,enugu,16.20,23.00,32.40,61.00,8.30,5.80,5.60,28.80
Dec-07,enugu,14.50,19.10,33.50,70.00,7.80,5.60,4.10,0.25
Jan-08,enugu,15.00,22.60,33.30,64.00,6.60,7.00,5.10,0.25
Feb-08,enugu,17.30,21.40,36.10,31.00,5.90,13.00,7.80,5.10
Mar-08,enugu,16.10,23.40,35.00,68.00,6.50,6.40,5.60,62.80
Apr-08,enugu,15.20,24.00,32.70,81.00,6.30,3.30,5.60,148.90
May-08,enugu,14.40,23.80,31.60,80.00,7.10,2.80,4.30,109.90
Jun-08,enugu,13.30,22.50,29.40,82.00,5.40, -   ,5.20,263.70
Jul-08,enugu,12.90,22.80,29.00,81.00,5.30, -   ,6.50,186.70
Aug-08,enugu,12.90,21.90,29.20,85.00,4.80,2.00,5.60,389.80
Sep-08,enugu,15.30,22.90,29.80,85.00,4.30,2.40,5.40,243.50
Oct-08,enugu,14.60,22.70,31.40,82.00,5.20,2.30,4.70,72.90
Nov-08,enugu,14.00,23.40,33.00,80.00,6.80,2.80,3.90,82.90
Dec-08,enugu,14.50,19.80,33.40,62.00,7.10,5.10,5.00,11.60
Jan-09,enugu,13.90,19.40,33.00,43.00,7.50,8.20,7.20,33.80
Feb-09,enugu,15.40,21.80,36.90,57.00,6.60,8.10,5.90,0.25
Mar-09,enugu,16.60,24.60,36.40,59.00,5.70,8.70,6.40,9.70
Apr-09,enugu,14.70,23.90,35.00,75.00,6.20,4.90,6.90,144.50
May-09,enugu,15.30,23.00,33.00,79.00,7.00,3.20,5.80,211.20
Jun-09,enugu,14.10,23.00,32.00,83.00,5.10,2.60,5.20,140.00
Jul-09,enugu,12.50,21.90,30.30,81.00,3.50,2.40,6.40,216.00
Aug-09,enugu,11.30,21.70,29.60,81.00,4.60,2.60,0.70,187.20
Sep-09,enugu,13.10,22.60,30.00,85.00,4.40,2.30,5.70,331.90
Oct-09,enugu,14.70,22.30,31.00,83.00,5.50,2.50,4.60,181.60
Nov-09,enugu,16.70,22.10,33.90,78.00,6.40,3.90,3.80,0.25
Dec-09,enugu,15.00,20.20,33.50,59.00,6.20,6.10,5.30,0.25
Jan-10,enugu,13.90,18.30,33.90,64.00,7.20,6.40,5.90,1.60
Feb-10,enugu,17.20,21.20,34.60,72.00,6.40,5.30,6.00,0.25
Mar-10,enugu,15.60,22.60,35.00,73.00,5.90,6.10,8.00,90.20
Apr-10,enugu,14.60,22.90,33.60,74.00,6.10,4.60,6.40,194.10
May-10,enugu,16.00,22.70,32.00,82.00,6.90,3.10,5.80,263.90
Jun-10,enugu,12.70,22.10,31.00,82.00,5.30,2.70,5.20,356.70
Jul-10,enugu,11.60,21.90,30.10,86.00,3.70,2.40,5.90,340.20
Aug-10,enugu,11.60,22.20,30.10,83.00,3.90,2.50,6.00,432.10
Sep-10,enugu,13.60,21.40,30.00,84.00,4.50,2.30,5.10,192.40
Oct-10,enugu,14.60,21.90,30.30,83.00,6.00,2.30,4.60,261.70
Nov-10,enugu,16.20,20.10,32.90,78.00,6.80,3.30,3.70,35.00
Dec-10,enugu,15.80,21.60,33.30,58.00,5.30,6.70,5.70,0.25
Jan-11,enugu,15.10,20.00,34.30,65.00,7.10,6.60,5.60,0.25
Feb-11,enugu,14.80,18.90,34.30,43.00,6.50,10.50,6.80,26.70
Mar-11,enugu,13.50,23.30,36.00,62.00,6.40,8.70,6.60,48.60
Apr-11,enugu,15.10,23.30,34.00,75.00,6.80,5.20,7.40,160.90
May-11,enugu,15.20,23.30,32.60,80.00,6.50,3.30,5.70,277.20
Jun-11,enugu,12.70,22.20,31.10,83.00,4.50,2.50,5.40,289.60
Jul-11,enugu,12.30,22.20,30.10,84.00,3.00,2.20,6.00,368.30
Aug-11,enugu,11.90,21.60,29.30,86.00,4.30,2.00,6.10,268.40
Sep-11,enugu,12.50,21.60,30.40,84.00,4.30,2.30,5.60,176.30
Oct-11,enugu,15.20,21.60,31.00,83.00,5.90,2.40,4.50,303.40
Nov-11,enugu,17.00,20.50,33.40,74.00,7.10,3.60,4.30,0.25
Dec-11,enugu,16.40,16.70,33.30,52.00,5.50,7.10,6.30,0.25
Jan-12,enugu,14.60,16.70,34.20,50.00,7.40,8.50,5.90,0.25
Feb-12,enugu,17.10,22.20,35.50,49.00,6.30,10.20,6.60,0.25
Mar-12,enugu,14.50,23.30,34.60,73.00,6.50,5.60,6.70,111.60
Apr-12,enugu,14.50,23.30,33.30,77.00,7.00,4.00,6.50,261.30
May-12,enugu,14.90,22.80,32.00,81.00,6.50,2.90,5.70,376.10
Jun-12,enugu,13.60,22.20,31.00,80.00,5.30,2.60,5.50,344.90
Jul-12,enugu,12.80,22.20,29.80,83.00,3.00,2.40,5.80,226.80
Aug-12,enugu,12.00,22.20,28.80,85.00,2.90,2.10,6.30,235.00
Sep-12,enugu,14.50,22.20,30.00,85.00,4.30,2.20,5.50,392.30
Oct-12,enugu,15.90,21.60,31.40,81.00,5.60,2.80,4.40,242.20
Nov-12,enugu,15.60,22.20,34.10,73.00,7.40,4.50,4.00,68.10
Dec-12,enugu,15.70,21.10,34.60,67.00,8.00,6.10,4.80,4.10
Jan-13,enugu,15.50,20.00,33.80,36.00,5.60,11.00,7.20,0.25
Feb-13,enugu,17.30,23.30,35.70,59.00,6.70,8.30,6.30,6.10
Mar-13,enugu,16.10,22.80,35.00,74.00,4.80,5.80,7.00,25.80
Apr-13,enugu,15.40,23.90,33.30,77.00,5.30,4.20,6.80,161.10
May-13,enugu,16.10,22.80,32.80,79.00,6.30,3.30,5.70,188.70
Jun-13,enugu,14.70,22.20,31.10,84.00,5.30,2.50,5.50,285.90
Jul-13,enugu,12.00,22.20,30.50,85.00,4.60,2.20,5.30,259.20
Aug-13,enugu,11.30,22.20,29.70,84.00,3.60,2.10,5.70,96.20
Sep-13,enugu,13.70,22.20,30.00,81.00,4.90,2.20,5.20,256.60
Oct-13,enugu,15.30,22.20,30.80,84.00,5.60,2.10,4.00,217.40
Nov-13,enugu,17.80,20.50,33.00,76.00,7.20,3.60,4.00,0.25
Dec-13,enugu,16.70,21.10,34.10,48.00,7.10,7.50,6.00,0.25
Jan-14,enugu,15.50,20.00,34.60,61.00,4.40,6.50,5.00,0.25
Feb-14,enugu,16.20,22.20,36.10,69.00,6.80,7.20,3.00,15.70
Mar-14,enugu,16.50,23.90,36.00,68.00,4.90,7.10,5.00,30.00
Apr-14,enugu,16.10,22.80,34.40,73.00,6.40,5.30,4.00,103.60
May-14,enugu,14.70,22.80,33.30,76.00,5.80,4.00,3.00,223.50
Jun-14,enugu,15.10,22.20,30.40,84.00,5.40,2.40,3.00,316.80
Jul-14,enugu,13.90,21.60,30.40,82.00,2.70,2.40,3.00,206.40
Aug-14,enugu,12.70,22.20,30.50,82.00,3.90,2.40,5.10,101.20
Sep-14,enugu,13.40,21.60,30.40,84.00,4.30,2.10,3.00,195.10
Oct-14,enugu,14.50,21.60,32.10,80.00,5.20,2.70,3.00,291.60
Nov-14,enugu,16.40,20.50,33.40,75.00,6.80,3.50,2.00,24.30
Dec-14,enugu,17.00,22.20,33.50,54.00,7.10,6.80,3.00,0.25
Jan-15,enugu,15.40,21.60,36.00,51.00,4.90,7.40,3.00,32.40
Feb-15,enugu,16.60,21.60,37.00,55.00,6.00,9.00,4.00,0.25
Mar-15,enugu,17.60,23.30,34.00,60.00,4.80,8.60,4.00,32.30
Apr-15,enugu,15.50,23.30,32.00,74.00,5.20,4.50,3.00,202.00
May-15,enugu,15.40,22.80,32.90,80.00,6.20,2.90,3.00,357.50
Jun-15,enugu,14.20,22.20,31.20,81.00,5.10,2.70,3.00,206.10
Jul-15,enugu,12.30,22.20,30.40,81.00,5.30,2.40,3.00,289.50
Aug-15,enugu,12.40,22.20,29.90,84.00,4.30,2.20,4.00,331.80
Sep-15,enugu,14.30,22.20,30.20,85.00,4.70,2.30,3.00,339.70
Oct-15,enugu,14.30,22.20,32.40,81.00,5.50,2.70,2.00,226.50
Nov-15,enugu,17.60,21.10,33.30,76.00,6.40,4.00,2.00,0.25
Dec-15,enugu,16.70,19.40,33.60,70.00,6.20,5.60,2.00,0.25
Jan-16,enugu,16.60,20.00,32.80,42.00,6.30,9.30,2.00,0.25
Feb-16,enugu,16.20,21.10,35.10,67.00,7.60,6.90,4.00,28.00
Mar-16,enugu,16.60,23.90,34.70,72.00,6.30,6.20,3.00,72.50
Apr-16,enugu,15.40,23.90,32.90,71.00,5.80,5.60,4.00,305.50
May-16,enugu,15.70,22.80,32.10,79.00,5.90,3.30,3.00,273.80
Jun-16,enugu,15.50,22.80,30.40,84.00,4.80,2.70,3.00,188.80
Jul-16,enugu,12.70,22.80,29.30,87.00,3.10,2.10,3.00,152.00
Aug-16,enugu,11.90,22.80,29.20,81.00,4.70,2.50,2.00,130.60
Sep-16,enugu,13.60,22.20,29.00,84.00,3.70,2.20,3.00,407.90
Oct-16,enugu,16.70,21.60,30.70,81.00,5.80,2.60,3.00,118.10
Nov-16,enugu,17.60,22.20,32.10,77.00,8.10,3.90,3.00,0.25
Dec-16,enugu,16.80,18.30,32.80,70.00,8.10,4.80,2.00,0.25
Jan-17,enugu,15.00,17.80,36.60,75.00,7.60,4.90,3.00,0.25
Feb-17,enugu,18.00,22.20,33.90,76.00,6.50,5.20,4.00,46.50
Mar-17,enugu,15.70,23.30,35.50,70.00,6.10,5.80,5.00,10.40
Apr-17,enugu,14.20,23.60,33.30,75.00,6.80,5.10,4.00,159.10
May-17,enugu,15.00,23.10,32.20,83.00,6.60,2.60,4.00,219.70
Jun-17,enugu,16.40,22.10,30.00,83.00,4.50,2.50,4.00,296.40
Jul-17,enugu,13.00,22.00,28.90,84.00,4.10,2.30,5.00,263.30
Aug-17,enugu,11.70,21.80,29.40,82.00,3.30,2.50,3.00,121.90
Sep-17,enugu,12.80,21.80,29.40,88.00,3.80,2.00,3.00,270.90
Oct-17,enugu,15.20,21.60,30.50,85.00,4.90,2.40,3.00,332.50
Nov-17,enugu,15.70,20.20,33.30,65.00,6.60,5.20,3.00,1.50
Dec-17,enugu,16.70,16.10,33.30,48.00,7.10,7.60,3.00,0.25
Jan-18,enugu,16.10,23.10,33.90,63.00,7.40,6.70,2.00,0.25
Feb-18,enugu,15.70,24.10,34.40,53.00,6.40,8.60,3.00,0.25
Mar-18,enugu,16.50,24.60,32.70,64.00,5.50,7.70,4.00,2.90
Apr-18,enugu,14.80,24.30,32.70,73.00,6.10,4.70,3.00,74.60
May-18,enugu,14.40,23.60,31.60,78.00,5.90,3.60,2.00,234.30
Jun-18,enugu,12.50,23.10,30.00,81.00,6.30,2.70,2.00,286.90
Jul-18,enugu,13.20,22.70,29.40,82.00,4.10,2.40,3.00,400.40
Aug-18,enugu,11.50,22.90,28.90,73.00,3.80,4.50,3.00,290.20
Sep-18,enugu,13.30,22.30,29.40,80.00,4.30,2.40,2.00,334.40
Oct-18,enugu,15.70,22.00,30.50,80.00,5.80,2.60,3.00,227.40
Nov-18,enugu,15.90,21.00,31.60,71.00,7.50,4.40,3.00,39.80
Dec-18,enugu,14.50,18.00,32.70,57.00,7.20,7.70,3.00,0.25
